timestamp,btc_open,btc_high,btc_low,btc_close,btc_volume,btc_quote_volume,btc_trades,btc_volatility,eth_open,eth_high,eth_low,eth_close,eth_volume,eth_quote_volume,eth_trades,eth_volatility,sol_open,sol_high,sol_low,sol_close,sol_volume,sol_quote_volume,sol_trades,sol_volatility,xrp_open,xrp_high,xrp_low,xrp_close,xrp_volume,xrp_quote_volume,xrp_trades,xrp_volatility,btc_taker_buy_volume,btc_taker_sell_volume,btc_taker_buy_sell_ratio,btc_funding_rate,btc_open_interest,btc_open_interest_value,btc_long_account,btc_short_account,btc_long_short_ratio,btc_return,btc_return_prev,btc_volatility_6h,btc_ma_6h,btc_momentum_6h,btc_volatility_1d,btc_ma_1d,btc_momentum_1d,btc_volatility_7d,btc_ma_7d,btc_momentum_7d,eth_return,eth_return_prev,eth_volatility_6h,eth_ma_6h,eth_momentum_6h,eth_volatility_1d,eth_ma_1d,eth_momentum_1d,eth_volatility_7d,eth_ma_7d,eth_momentum_7d,sol_return,sol_return_prev,sol_volatility_6h,sol_ma_6h,sol_momentum_6h,sol_volatility_1d,sol_ma_1d,sol_momentum_1d,sol_volatility_7d,sol_ma_7d,sol_momentum_7d,xrp_return,xrp_return_prev,xrp_volatility_6h,xrp_ma_6h,xrp_momentum_6h,xrp_volatility_1d,xrp_ma_1d,xrp_momentum_1d,xrp_volatility_7d,xrp_ma_7d,xrp_momentum_7d,positive_sentiment,negative_sentiment,sentiment_ratio,positive_count,negative_count,count_ratio,total_articles,target
7/24/2023 14:00,10.28301894,10.28380578,10.27890574,10.28123882,7.411498655,17.69318743,10.52032048,0.000432337,7.524221179,7.525510587,7.520933499,7.523243575,9.449464204,16.97320973,9.53343785,0.000357178,3.161246712,3.16463081,3.152736022,3.157425863,11.90501505,15.06311346,8.598404447,0.001023066,-0.359966068,-0.356674944,-0.368747525,-0.362549307,16.67112557,16.3088926,9.539284342,0.001012091,7.468731284,7.677913036,0.811247776,9.37E-05,11.62273324,21.90310809,0.6828,0.3172,2.1526,-0.001780457,-0.001298759,0.008287157,10.28611585,-0.021964007,0.005015533,10.30190618,-0.023985564,0.003127852,10.30607752,-0.037223148,-0.000983003,-0.000356235,0.006745861,7.524792572,-0.01311503,0.004565252,7.535860632,-0.012186594,0.003263821,7.545592384,-0.034871418,-0.003397031,-0.001694198,0.020088555,3.166630435,-0.044507242,0.011636578,3.195960038,-0.04532058,0.008917092,3.242699637,-0.147994564,-0.002583239,0.006614922,0.015191278,-0.35767045,-0.039585421,0.009052763,-0.319360528,-0.059685913,0.008876125,-0.265146282,-0.064816899,0,0,0.5,0,0,0.5,0,-0.004692969
7/24/2023 15:00,10.28123848,10.28161709,10.27591315,10.27654585,8.143713466,18.42230796,11.07010111,0.00059417,7.523243575,7.523470508,7.518460626,7.519627326,9.788937509,17.30995748,9.845116639,0.000483445,3.157851123,3.159974717,3.142426653,3.146305132,12.46735063,15.61885775,9.226607344,0.001392517,-0.362693016,-0.361687486,-0.372804326,-0.371208619,16.99985361,16.63309041,9.704731689,0.001020366,7.672084799,7.30493684,1.443611499,9.37E-05,11.6229541,21.90280406,0.6827,0.3173,2.1516,-0.004692969,-0.001780457,0.008270896,10.28207575,-0.024240554,0.005063677,10.30070224,-0.028894647,0.003146799,10.30583035,-0.041525109,-0.003616249,-0.000983003,0.006769369,7.52246511,-0.013964774,0.004607009,7.535200623,-0.015840211,0.003273257,7.545371279,-0.037145592,-0.011120731,-0.003397031,0.020060048,3.158038547,-0.051551326,0.011765216,3.193557535,-0.05766008,0.008952007,3.241756891,-0.158381349,-0.008659312,-0.002583239,0.015141261,-0.364045484,-0.038250202,0.009062907,-0.322326529,-0.071184024,0.00889888,-0.265585244,-0.073745535,0,0,0.5,0,0,0.5,0,0.001733831
7/24/2023 16:00,10.27654585,10.27986708,10.27027767,10.27827968,8.439372641,18.71503817,11.32282977,0.000766874,7.519627326,7.521085143,7.514614457,7.51919879,10.45558817,17.973125,10.22882662,0.000632568,3.146305132,3.154017253,3.130700134,3.14458322,13.05082684,16.19231611,9.717037485,0.001455962,-0.371353578,-0.363987329,-0.383165601,-0.364851135,17.42651368,17.05360956,10.18569215,0.001604707,7.875598072,8.269177374,0.674637815,9.37E-05,11.62431525,21.90548037,0.6833,0.3167,2.1576,0.001733831,-0.004692969,0.003370664,10.28159393,-0.002890938,0.005092927,10.29956661,-0.027255142,0.003141474,10.30561319,-0.036483728,-0.000428536,-0.003616249,0.002967149,7.522525707,0.000363586,0.004602409,7.534508526,-0.016610328,0.00326836,7.545162729,-0.0350365,-0.001721912,-0.011120731,0.009066246,3.156679747,-0.008152802,0.011721455,3.190981906,-0.061815083,0.008933102,3.240854367,-0.151623948,0.006357484,-0.008659312,0.007988082,-0.363805261,0.001441338,0.009251917,-0.324999502,-0.064151366,0.008907178,-0.265956635,-0.062393777,0,0,0.5,0,0,0.5,0,0.000472842
7/24/2023 17:00,10.27827968,10.28026028,10.27594726,10.27875253,7.394956251,17.67332188,10.49678677,0.000419904,7.51919879,7.522400231,7.517020726,7.520196615,9.883444934,17.40346949,9.758866323,0.000441486,3.14458322,3.151880956,3.138533072,3.151025158,12.07768713,15.22381534,8.846496939,0.001554079,-0.364851135,-0.348706774,-0.365715689,-0.357246536,17.25450151,16.89726207,10.14348822,0.00206065,8.1786733,8.541382263,0.695788904,0.0001,11.62699884,21.90605571,0.6786,0.3214,2.1114,0.000472842,0.001733831,0.002207286,10.28035903,-0.007409387,0.005064529,10.29837204,-0.028669631,0.003141298,10.30540492,-0.034988983,0.000997825,-0.000428536,0.001591978,7.521845949,-0.004078547,0.004453861,7.533647089,-0.020674484,0.003266389,7.544972573,-0.03194618,0.006441938,-0.001721912,0.005779002,3.153779893,-0.017399123,0.011468878,3.188171465,-0.067450587,0.008929137,3.240043315,-0.1362567,0.007604599,0.006357484,0.007783825,-0.363733776,0.000428908,0.009434535,-0.327456805,-0.058975262,0.008895443,-0.266222043,-0.044588477,0,0,0.5,0,0,0.5,0,-0.00233201
7/24/2023 18:00,10.27875287,10.27932232,10.27555409,10.27642052,6.870572394,17.14818842,10.20144169,0.000359111,7.520191195,7.520565125,7.517977268,7.519312723,8.8770177,16.39644826,9.253112464,0.000322896,3.150596984,3.151880956,3.141562722,3.145013976,11.55664585,14.70284487,8.420241665,0.00107267,-0.357246536,-0.35140315,-0.361113351,-0.354962126,16.58044109,16.22321147,9.439625028,0.000823576,8.344195551,7.939731916,1.498498543,0.0001,11.6281795,21.90529962,0.6761,0.3239,2.0874,-0.00233201,0.000472842,0.002242928,10.27904278,-0.007897522,0.004864445,10.29685229,-0.036474032,0.003133504,10.30520519,-0.033553956,-0.000883893,0.000997825,0.00151671,7.520967601,-0.00527009,0.004226508,7.532509706,-0.027297213,0.003248633,7.544804719,-0.028199509,-0.006011182,0.006441938,0.00578997,3.150862707,-0.017503115,0.011392384,3.184944157,-0.077455384,0.00869264,3.239361054,-0.114619841,0.00228441,0.007604599,0.006424646,-0.361797299,0.011618864,0.00922633,-0.330154451,-0.064743506,0.008881564,-0.266431388,-0.03517,0,0,0.5,0,0,0.5,0,0.002906267
7/24/2023 19:00,10.27642086,10.27978643,10.27505111,10.27932678,6.824402844,17.10182406,10.18610683,0.000308491,7.519312723,7.5234543,7.519063139,7.52281118,8.781556518,16.30282106,9.296334565,0.000273108,3.145444547,3.157000421,3.142426653,3.152308581,11.89087596,15.0420455,8.637993892,0.000760622,-0.354962126,-0.344040806,-0.357818455,-0.345593711,16.6142314,16.26430368,9.455714972,0.0010714,7.798825019,7.935768764,0.87201928,0.0001,11.62412235,21.9032273,0.6794,0.3206,2.1192,0.002906267,-0.00233201,0.002829699,10.27842736,-0.003692496,0.00480031,10.29527483,-0.037858893,0.003089015,10.30506819,-0.023017088,0.003498457,-0.000883893,0.002362601,7.520731701,-0.001415398,0.004199827,7.531350382,-0.027823775,0.003222176,7.544696998,-0.018097084,0.007294604,-0.006011182,0.007168505,3.149443655,-0.008514313,0.011480709,3.181821984,-0.074932161,0.008701961,3.238690297,-0.11268718,0.009368415,0.00228441,0.006905978,-0.359401906,0.014372357,0.009546092,-0.33242274,-0.054438949,0.008912252,-0.26658415,-0.025663891,0,0,0.5,0,0,0.5,0,-0.000215308
7/24/2023 20:00,10.27932644,10.28045544,10.27856218,10.27911148,6.747992442,17.02759566,10.12021054,0.000260779,7.522816586,7.523594758,7.521859252,7.522605727,8.984129697,16.50692992,9.10919319,0.000239677,3.152736022,3.154443965,3.147594623,3.148882453,11.22998958,14.38102024,7.947678571,0.000622821,-0.345735004,-0.344464087,-0.354106816,-0.35140315,16.34353129,15.99427367,9.224440496,0.000734545,7.39388321,7.649183446,0.774683875,0.0001,11.62157889,21.90035753,0.6776,0.3224,2.1017,-0.000215308,0.002906267,0.00277238,10.27807281,-0.002127347,0.004746569,10.29390232,-0.032940378,0.003080894,10.30491354,-0.025980074,-0.000205453,0.003498457,0.002334585,7.520625393,-0.000637848,0.004029243,7.5304643,-0.021265958,0.00321973,7.544579055,-0.019814502,-0.003426128,0.007294604,0.00717012,3.148019753,-0.00854341,0.011311276,3.179072594,-0.06598535,0.008704394,3.237999147,-0.116113307,-0.005809439,0.009368415,0.007473425,-0.357544213,0.011146157,0.00927961,-0.334371839,-0.046778357,0.008879891,-0.266837516,-0.042565535,0,0,0.5,0,0,0.5,0,0.001069557
7/24/2023 21:00,10.27911148,10.28024621,10.27816213,10.28018103,6.347621459,16.62699393,9.863082138,0.000233449,7.522611134,7.523481313,7.521301738,7.523330032,8.407417811,15.92978312,8.952217102,0.000268028,3.148882453,3.153163282,3.145444547,3.151025158,11.31103728,14.4603711,8.297543529,0.000680715,-0.35140315,-0.346300375,-0.359679453,-0.353394616,16.37232305,16.01971256,9.260367866,0.000943277,7.922901535,7.432863026,1.63237908,0.0001,11.62137239,21.89910318,0.676,0.324,2.0864,0.001069557,-0.000215308,0.001794564,10.27867867,0.003635178,0.004731325,10.29250468,-0.033543227,0.003080007,10.30475695,-0.026308264,0.000724305,-0.000205453,0.001579974,7.521242511,0.003702705,0.00399648,7.529523349,-0.022582837,0.003216428,7.544453853,-0.021033822,0.002142705,-0.003426128,0.005411571,3.148806424,0.004720026,0.011297887,3.176295513,-0.066649946,0.008687524,3.237279965,-0.120822552,-0.001991466,-0.005809439,0.005933953,-0.354575212,0.017814004,0.009156096,-0.336618082,-0.053909831,0.008880682,-0.267105978,-0.045101589,0,0,0.5,0,0,0.5,0,0.000613895
7/24/2023 22:00,10.28018137,10.28177774,10.27952385,10.28079493,6.221913727,16.50243602,9.816403446,0.000166213,7.523335435,7.523924218,7.521626541,7.522654391,7.956440813,15.47902701,8.790725628,0.000197919,3.151025158,3.160398895,3.150168627,3.158276203,11.49878861,14.65286176,8.423541635,0.000843427,-0.353394616,-0.346866066,-0.355390055,-0.347856795,15.8953294,15.5431819,8.837971491,0.000814363,7.69995472,7.732125878,0.968340828,0.0001,11.61830444,21.89791754,0.6774,0.3226,2.0998,0.000613895,0.001069557,0.00171003,10.27909788,0.002515242,0.004630952,10.29139366,-0.02666462,0.002967203,10.3045414,-0.036211548,-0.000675641,0.000724305,0.001615503,7.521818444,0.003455601,0.003786772,7.528843371,-0.016319472,0.003022522,7.544240977,-0.035763234,0.007251045,0.002142705,0.005805199,3.151088588,0.013692982,0.011101731,3.174493431,-0.043249984,0.008610478,3.236507629,-0.129752481,0.00553782,-0.001991466,0.005849171,-0.351742822,0.01699434,0.00914793,-0.338232531,-0.038746776,0.008841908,-0.267412348,-0.051470282,0,0.821046948,0,0,1,0,1,-0.000198874
7/24/2023 23:00,10.28079458,10.28174246,10.27997895,10.28059605,6.252766729,16.5336412,9.679906405,0.000161958,7.522648984,7.523583955,7.520418821,7.521723962,8.638421769,16.16041551,9.003808086,0.000234271,3.158276203,3.161670351,3.149740086,3.153163282,12.35531912,15.51153503,8.657302899,0.001034837,-0.347856795,-0.345169952,-0.355390055,-0.35140315,16.18470038,15.83435791,9.085003881,0.000722842,7.750264262,7.886758616,0.872411246,0.0001,11.61875212,21.89820154,0.6764,0.3236,2.0902,-0.000198874,0.000613895,0.001727713,10.27940513,0.001843526,0.004589905,10.29019326,-0.028809506,0.002948492,10.30435147,-0.031908294,-0.000930429,-0.000675641,0.001704153,7.522073002,0.001527346,0.003746044,7.528044467,-0.019173684,0.003011134,7.544044402,-0.033024606,-0.005112921,0.007251045,0.006060244,3.151444942,0.002138124,0.011038569,3.172292184,-0.052829918,0.00860756,3.235740515,-0.128875118,-0.003546355,0.00553782,0.005800939,-0.350768925,0.005843386,0.00913336,-0.340051465,-0.043654415,0.008824823,-0.267691598,-0.046913959,0,0.830296695,0,0,1,0,1,0.000522818
